Data download from AQ England website
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied
 Data,,York Bootham,,,,,,York Heworth Green,,,,,,York Nunnery Lane,,,,,,York Gillygate,,,,,,,,York Holgate,,,,,,,,,,,,York Lawrence Street,,,,,,
End Date,End Time,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,PM25,Status/units,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV10,Status/units,V10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,
02/09/2015,21:00:00,1.87095,P ugm-3,16.73438,P ugm-3,19.60313,P ugm-3,23.69870,P ugm-3,42.07500,P ugm-3,78.41250,P ugm-3,17.46220,P ugm-3,40.16250,P ugm-3,66.93750,P ugm-3,9.97840,P ugm-3,22.95000,P ugm-3,38.25000,P ugm-3,8.0,P ugm-3 (TEOM),1.0,P ugm-3 (TEOM FDMS),16.21490,P ugm-3,42.07500,P ugm-3,66.93750,P ugm-3,3.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),21.20410,P ugm-3,49.72500,P ugm-3,82.23750,P ugm-3,
02/09/2015,22:00:00,0.62365,P ugm-3,18.16875,P ugm-3,19.12500,P ugm-3,8.73110,P ugm-3,24.86250,P ugm-3,38.25000,P ugm-3,12.47300,P ugm-3,26.77500,P ugm-3,45.90000,P ugm-3,16.21490,P ugm-3,28.68750,P ugm-3,53.55000,P ugm-3,4.0,P ugm-3 (TEOM),4.0,P ugm-3 (TEOM FDMS),14.96760,P ugm-3,34.42500,P ugm-3,57.37500,P ugm-3,4.0,P ugm-3 (TEOM FDMS),0.0,P ugm-3 (TEOM FDMS),13.72030,P ugm-3,38.25000,P ugm-3,59.28750,P ugm-3,
02/09/2015,23:00:00,0.62365,P ugm-3,10.99688,P ugm-3,11.95313,P ugm-3,2.49460,P ugm-3,15.30000,P ugm-3,19.12500,P ugm-3,9.97840,P ugm-3,28.68750,P ugm-3,43.98750,P ugm-3,14.96760,P ugm-3,24.86250,P ugm-3,47.81250,P ugm-3,3.0,P ugm-3 (TEOM),3.0,P ugm-3 (TEOM FDMS),13.72030,P ugm-3,26.77500,P ugm-3,47.81250,P ugm-3,5.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),6.23650,P ugm-3,17.21250,P ugm-3,26.77500,P ugm-3,
02/09/2015,24:00:00,0.00000,P ugm-3,7.17188,P ugm-3,7.17188,P ugm-3,0.00000,P ugm-3,19.12500,P ugm-3,19.12500,P ugm-3,8.73110,P ugm-3,47.81250,P ugm-3,61.20000,P ugm-3,3.74190,P ugm-3,22.95000,P ugm-3,28.68750,P ugm-3,4.0,P ugm-3 (TEOM),2.0,P ugm-3 (TEOM FDMS),14.96760,P ugm-3,40.16250,P ugm-3,63.11250,P ugm-3,3.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),7.48380,P ugm-3,30.60000,P ugm-3,42.07500,P ugm-3,
03/09/2015,01:00:00,0.41577,P ugm-3,12.11250,P ugm-3,12.75000,P ugm-3,2.49460,P ugm-3,34.42500,P ugm-3,38.25000,P ugm-3,4.98920,P ugm-3,22.95000,P ugm-3,30.60000,P ugm-3,7.48380,P ugm-3,42.07500,P ugm-3,53.55000,P ugm-3,7.0,P ugm-3 (TEOM),-1.0,P ugm-3 (TEOM FDMS),13.72030,P ugm-3,53.55000,P ugm-3,74.58750,P ugm-3,2.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),12.47300,P ugm-3,24.86250,P ugm-3,43.98750,P ugm-3,
03/09/2015,02:00:00,0.00000,P ugm-3,22.95000,P ugm-3,22.95000,P ugm-3,0.00000,P ugm-3,22.95000,P ugm-3,22.95000,P ugm-3,4.98920,P ugm-3,17.21250,P ugm-3,24.86250,P ugm-3,2.49460,P ugm-3,11.47500,P ugm-3,15.30000,P ugm-3,1.0,P ugm-3 (TEOM),2.0,P ugm-3 (TEOM FDMS),2.49460,P ugm-3,28.68750,P ugm-3,32.51250,P ugm-3,1.0,P ugm-3 (TEOM FDMS),1.0,P ugm-3 (TEOM FDMS),6.23650,P ugm-3,19.12500,P ugm-3,28.68750,P ugm-3,
03/09/2015,03:00:00,0.00000,P ugm-3,10.04063,P ugm-3,10.04063,P ugm-3,3.74190,P ugm-3,13.38750,P ugm-3,19.12500,P ugm-3,4.98920,P ugm-3,9.56250,P ugm-3,17.21250,P ugm-3,2.49460,P ugm-3,5.73750,P ugm-3,9.56250,P ugm-3,3.0,P ugm-3 (TEOM),0.0,P ugm-3 (TEOM FDMS),9.97840,P ugm-3,17.21250,P ugm-3,32.51250,P ugm-3,3.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),3.74190,P ugm-3,11.47500,P ugm-3,17.21250,P ugm-3,
03/09/2015,04:00:00,0.62365,P ugm-3,7.17188,P ugm-3,8.12813,P ugm-3,0.00000,P ugm-3,7.65000,P ugm-3,7.65000,P ugm-3,6.23650,P ugm-3,9.56250,P ugm-3,19.12500,P ugm-3,1.24730,P ugm-3,3.82500,P ugm-3,5.73750,P ugm-3,2.0,P ugm-3 (TEOM),-3.0,P ugm-3 (TEOM FDMS),42.40820,P ugm-3,24.86250,P ugm-3,89.88750,P ugm-3,1.0,P ugm-3 (TEOM FDMS),-4.0,P ugm-3 (TEOM FDMS),4.98920,P ugm-3,11.47500,P ugm-3,19.12500,P ugm-3,
03/09/2015,05:00:00,0.31183,P ugm-3,7.17188,P ugm-3,7.65000,P ugm-3,2.49460,P ugm-3,13.38750,P ugm-3,17.21250,P ugm-3,17.46220,P ugm-3,28.68750,P ugm-3,55.46250,P ugm-3,2.49460,P ugm-3,3.82500,P ugm-3,7.65000,P ugm-3,2.0,P ugm-3 (TEOM),-1.0,P ugm-3 (TEOM FDMS),31.18250,P ugm-3,26.77500,P ugm-3,74.58750,P ugm-3,2.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),24.94600,P ugm-3,22.95000,P ugm-3,61.20000,P ugm-3,
03/09/2015,06:00:00,0.00000,P ugm-3,7.17188,P ugm-3,7.17188,P ugm-3,4.98920,P ugm-3,15.30000,P ugm-3,22.95000,P ugm-3,43.65550,P ugm-3,40.16250,P ugm-3,107.10000,P ugm-3,3.74190,P ugm-3,7.65000,P ugm-3,13.38750,P ugm-3,3.0,P ugm-3 (TEOM),3.0,P ugm-3 (TEOM FDMS),33.67710,P ugm-3,34.42500,P ugm-3,86.06250,P ugm-3,4.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),66.10690,P ugm-3,42.07500,P ugm-3,143.43750,P ugm-3,
03/09/2015,07:00:00,1.55913,P ugm-3,10.04063,P ugm-3,12.43125,P ugm-3,32.42980,P ugm-3,34.42500,P ugm-3,84.15000,P ugm-3,59.87040,P ugm-3,43.98750,P ugm-3,135.78750,P ugm-3,7.48380,P ugm-3,15.30000,P ugm-3,26.77500,P ugm-3,4.0,P ugm-3 (TEOM),0.0,P ugm-3 (TEOM FDMS),18.70950,P ugm-3,26.77500,P ugm-3,55.46250,P ugm-3,3.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),133.46110,P ugm-3,74.58750,P ugm-3,279.22500,P ugm-3,
03/09/2015,08:00:00,4.05373,P ugm-3,18.64688,P ugm-3,24.86250,P ugm-3,51.13930,P ugm-3,45.90000,P ugm-3,124.31250,P ugm-3,47.39740,P ugm-3,42.07500,P ugm-3,114.75000,P ugm-3,13.72030,P ugm-3,24.86250,P ugm-3,45.90000,P ugm-3,5.0,P ugm-3 (TEOM),-2.0,P ugm-3 (TEOM FDMS),19.95680,P ugm-3,28.68750,P ugm-3,59.28750,P ugm-3,4.0,P ugm-3 (TEOM FDMS),-6.0,P ugm-3 (TEOM FDMS),98.53670,P ugm-3,72.67500,P ugm-3,223.76250,P ugm-3,
03/09/2015,09:00:00,4.98920,P ugm-3,19.12500,P ugm-3,26.77500,P ugm-3,34.92440,P ugm-3,36.33750,P ugm-3,89.88750,P ugm-3,61.11770,P ugm-3,47.81250,P ugm-3,141.52500,P ugm-3,9.97840,P ugm-3,17.21250,P ugm-3,32.51250,P ugm-3,3.0,P ugm-3 (TEOM),-2.0,P ugm-3 (TEOM FDMS),34.92440,P ugm-3,38.25000,P ugm-3,91.80000,P ugm-3,4.0,P ugm-3 (TEOM FDMS),-6.0,P ugm-3 (TEOM FDMS),49.89200,P ugm-3,55.46250,P ugm-3,131.96250,P ugm-3,
03/09/2015,10:00:00,1.24730,P ugm-3,12.43125,P ugm-3,14.34375,P ugm-3,21.20410,P ugm-3,21.03750,P ugm-3,53.55000,P ugm-3,38.66630,P ugm-3,32.51250,P ugm-3,91.80000,P ugm-3,9.97840,P ugm-3,13.38750,P ugm-3,28.68750,P ugm-3,2.0,P ugm-3 (TEOM),28.68790,P ugm-3,,,36.33750,P ugm-3,80.32500,P ugm-3,,,,,56.12850,P ugm-3,49.72500,P ugm-3,135.78750,P ugm-3,
03/09/2015,11:00:00,1.55913,P ugm-3,7.65000,P ugm-3,10.04063,P ugm-3,12.47300,P ugm-3,19.12500,P ugm-3,38.25000,P ugm-3,39.91360,P ugm-3,36.33750,P ugm-3,97.53750,P ugm-3,16.21490,P ugm-3,13.38750,P ugm-3,38.25000,P ugm-3,3.0,P ugm-3 (TEOM),10.0,P ugm-3 (TEOM FDMS),22.45140,P ugm-3,28.68750,P ugm-3,63.11250,P ugm-3,11.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),46.15010,P ugm-3,45.90000,P ugm-3,116.66250,P ugm-3,
03/09/2015,12:00:00,1.87095,P ugm-3,6.69375,P ugm-3,9.56250,P ugm-3,12.47300,P ugm-3,19.12500,P ugm-3,38.25000,P ugm-3,32.42980,P ugm-3,28.68750,P ugm-3,78.41250,P ugm-3,8.73110,P ugm-3,11.47500,P ugm-3,24.86250,P ugm-3,2.0,P ugm-3 (TEOM),8.0,P ugm-3 (TEOM FDMS),19.95680,P ugm-3,30.60000,P ugm-3,61.20000,P ugm-3,12.0,P ugm-3 (TEOM FDMS),-4.0,P ugm-3 (TEOM FDMS),42.40820,P ugm-3,49.72500,P ugm-3,114.75000,P ugm-3,
03/09/2015,13:00:00,0.00000,P ugm-3,5.73750,P ugm-3,5.73750,P ugm-3,13.72030,P ugm-3,17.21250,P ugm-3,38.25000,P ugm-3,31.18250,P ugm-3,26.77500,P ugm-3,74.58750,P ugm-3,9.97840,P ugm-3,11.47500,P ugm-3,26.77500,P ugm-3,4.0,P ugm-3 (TEOM),16.0,P ugm-3 (TEOM FDMS),32.42980,P ugm-3,40.16250,P ugm-3,89.88750,P ugm-3,17.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),41.16090,P ugm-3,40.16250,P ugm-3,103.27500,P ugm-3,
03/09/2015,14:00:00,0.31183,P ugm-3,4.78125,P ugm-3,5.25938,P ugm-3,12.47300,P ugm-3,15.30000,P ugm-3,34.42500,P ugm-3,28.68790,P ugm-3,24.86250,P ugm-3,68.85000,P ugm-3,11.22570,P ugm-3,13.38750,P ugm-3,30.60000,P ugm-3,4.0,P ugm-3 (TEOM),9.0,P ugm-3 (TEOM FDMS),21.20410,P ugm-3,30.60000,P ugm-3,63.11250,P ugm-3,13.0,P ugm-3 (TEOM FDMS),-4.0,P ugm-3 (TEOM FDMS),37.41900,P ugm-3,43.98750,P ugm-3,101.36250,P ugm-3,
03/09/2015,15:00:00,0.93548,P ugm-3,7.17188,P ugm-3,8.60625,P ugm-3,13.72030,P ugm-3,19.12500,P ugm-3,40.16250,P ugm-3,42.40820,P ugm-3,32.51250,P ugm-3,97.53750,P ugm-3,7.48380,P ugm-3,13.38750,P ugm-3,24.86250,P ugm-3,5.0,P ugm-3 (TEOM),8.0,P ugm-3 (TEOM FDMS),13.72030,P ugm-3,22.95000,P ugm-3,43.98750,P ugm-3,8.0,P ugm-3 (TEOM FDMS),0.0,P ugm-3 (TEOM FDMS),32.42980,P ugm-3,40.16250,P ugm-3,89.88750,P ugm-3,
03/09/2015,16:00:00,0.93548,P ugm-3,6.69375,P ugm-3,8.12813,P ugm-3,17.46220,P ugm-3,22.95000,P ugm-3,49.72500,P ugm-3,36.17170,P ugm-3,34.42500,P ugm-3,89.88750,P ugm-3,11.22570,P ugm-3,13.38750,P ugm-3,30.60000,P ugm-3,3.0,P ugm-3 (TEOM),20.0,P ugm-3 (TEOM FDMS),16.21490,P ugm-3,24.86250,P ugm-3,49.72500,P ugm-3,21.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),31.18250,P ugm-3,42.07500,P ugm-3,89.88750,P ugm-3,
03/09/2015,17:00:00,0.62365,P ugm-3,9.56250,P ugm-3,10.51875,P ugm-3,17.46220,P ugm-3,22.95000,P ugm-3,49.72500,P ugm-3,34.92440,P ugm-3,34.42500,P ugm-3,87.97500,P ugm-3,7.48380,P ugm-3,15.30000,P ugm-3,26.77500,P ugm-3,4.0,P ugm-3 (TEOM),18.0,P ugm-3 (TEOM FDMS),47.39740,P ugm-3,34.42500,P ugm-3,107.10000,P ugm-3,20.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),32.42980,P ugm-3,47.81250,P ugm-3,97.53750,P ugm-3,
03/09/2015,18:00:00,1.24730,P ugm-3,10.99688,P ugm-3,12.90938,P ugm-3,26.19330,P ugm-3,34.42500,P ugm-3,74.58750,P ugm-3,29.93520,P ugm-3,42.07500,P ugm-3,87.97500,P ugm-3,12.47300,P ugm-3,19.12500,P ugm-3,38.25000,P ugm-3,4.0,P ugm-3 (TEOM),6.0,P ugm-3 (TEOM FDMS),16.21490,P ugm-3,30.60000,P ugm-3,55.46250,P ugm-3,9.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),47.39740,P ugm-3,63.11250,P ugm-3,135.78750,P ugm-3,
03/09/2015,19:00:00,2.80643,P ugm-3,12.90938,P ugm-3,17.21250,P ugm-3,17.46220,P ugm-3,32.51250,P ugm-3,59.28750,P ugm-3,34.92440,P ugm-3,51.63750,P ugm-3,105.18750,P ugm-3,6.23650,P ugm-3,17.21250,P ugm-3,26.77500,P ugm-3,5.0,P ugm-3 (TEOM),-1.0,P ugm-3 (TEOM FDMS),19.95680,P ugm-3,36.33750,P ugm-3,66.93750,P ugm-3,2.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),42.40820,P ugm-3,57.37500,P ugm-3,122.40000,P ugm-3,
03/09/2015,20:00:00,0.62365,P ugm-3,16.25625,P ugm-3,17.21250,P ugm-3,18.70950,P ugm-3,36.33750,P ugm-3,65.02500,P ugm-3,26.19330,P ugm-3,45.90000,P ugm-3,86.06250,P ugm-3,7.48380,P ugm-3,22.95000,P ugm-3,34.42500,P ugm-3,6.0,P ugm-3 (TEOM),5.0,P ugm-3 (TEOM FDMS),23.69870,P ugm-3,42.07500,P ugm-3,78.41250,P ugm-3,6.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),46.15010,P ugm-3,55.46250,P ugm-3,126.22500,P ugm-3,
03/09/2015,21:00:00,0.62365,P ugm-3,13.38750,P ugm-3,14.34375,P ugm-3,7.48380,P ugm-3,24.86250,P ugm-3,36.33750,P ugm-3,17.46220,P ugm-3,28.68750,P ugm-3,55.46250,P ugm-3,4.98920,P ugm-3,11.47500,P ugm-3,19.12500,P ugm-3,3.0,P ugm-3 (TEOM),-1.0,P ugm-3 (TEOM FDMS),31.18250,P ugm-3,40.16250,P ugm-3,87.97500,P ugm-3,5.0,P ugm-3 (TEOM FDMS),-6.0,P ugm-3 (TEOM FDMS),12.47300,P ugm-3,34.42500,P ugm-3,53.55000,P ugm-3,
03/09/2015,22:00:00,1.24730,P ugm-3,9.56250,P ugm-3,11.47500,P ugm-3,3.74190,P ugm-3,15.30000,P ugm-3,21.03750,P ugm-3,21.20410,P ugm-3,24.86250,P ugm-3,57.37500,P ugm-3,3.74190,P ugm-3,7.65000,P ugm-3,13.38750,P ugm-3,3.0,P ugm-3 (TEOM),14.0,P ugm-3 (TEOM FDMS),22.45140,P ugm-3,32.51250,P ugm-3,66.93750,P ugm-3,10.0,P ugm-3 (TEOM FDMS),4.0,P ugm-3 (TEOM FDMS),8.73110,P ugm-3,22.95000,P ugm-3,36.33750,P ugm-3,
03/09/2015,23:00:00,1.55913,P ugm-3,9.08438,P ugm-3,11.47500,P ugm-3,1.24730,P ugm-3,9.56250,P ugm-3,11.47500,P ugm-3,8.73110,P ugm-3,13.38750,P ugm-3,26.77500,P ugm-3,3.74190,P ugm-3,5.73750,P ugm-3,11.47500,P ugm-3,3.0,P ugm-3 (TEOM),5.0,P ugm-3 (TEOM FDMS),11.22570,P ugm-3,22.95000,P ugm-3,40.16250,P ugm-3,6.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),7.48380,P ugm-3,15.30000,P ugm-3,26.77500,P ugm-3,
03/09/2015,24:00:00,-0.31183,P ugm-3,5.73750,P ugm-3,5.25938,P ugm-3,1.24730,P ugm-3,7.65000,P ugm-3,9.56250,P ugm-3,4.98920,P ugm-3,13.38750,P ugm-3,21.03750,P ugm-3,1.24730,P ugm-3,3.82500,P ugm-3,5.73750,P ugm-3,5.0,P ugm-3 (TEOM),-3.0,P ugm-3 (TEOM FDMS),2.49460,P ugm-3,9.56250,P ugm-3,13.38750,P ugm-3,1.0,P ugm-3 (TEOM FDMS),-4.0,P ugm-3 (TEOM FDMS),8.73110,P ugm-3,9.56250,P ugm-3,22.95000,P ugm-3,
04/09/2015,01:00:00,0.00000,P ugm-3,4.30313,P ugm-3,4.30313,P ugm-3,0.00000,P ugm-3,5.73750,P ugm-3,5.73750,P ugm-3,1.24730,P ugm-3,13.38750,P ugm-3,15.30000,P ugm-3,0.00000,P ugm-3,1.91250,P ugm-3,1.91250,P ugm-3,4.0,P ugm-3 (TEOM),0.0,P ugm-3 (TEOM FDMS),4.98920,P ugm-3,13.38750,P ugm-3,21.03750,P ugm-3,1.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),4.98920,P ugm-3,7.65000,P ugm-3,15.30000,P ugm-3,
04/09/2015,02:00:00,-0.31183,P ugm-3,3.34688,P ugm-3,2.86875,P ugm-3,0.00000,P ugm-3,11.47500,P ugm-3,11.47500,P ugm-3,0.00000,P ugm-3,13.38750,P ugm-3,13.38750,P ugm-3,1.24730,P ugm-3,1.91250,P ugm-3,3.82500,P ugm-3,1.0,P ugm-3 (TEOM),-4.0,P ugm-3 (TEOM FDMS),0.00000,P ugm-3,3.82500,P ugm-3,3.82500,P ugm-3,0.0,P ugm-3 (TEOM FDMS),-4.0,P ugm-3 (TEOM FDMS),1.24730,P ugm-3,7.65000,P ugm-3,9.56250,P ugm-3,
04/09/2015,03:00:00,-0.62365,P ugm-3,3.34688,P ugm-3,2.39063,P ugm-3,0.00000,P ugm-3,7.65000,P ugm-3,7.65000,P ugm-3,1.24730,P ugm-3,11.47500,P ugm-3,13.38750,P ugm-3,1.24730,P ugm-3,3.82500,P ugm-3,5.73750,P ugm-3,0.0,P ugm-3 (TEOM),-1.0,P ugm-3 (TEOM FDMS),4.98920,P ugm-3,13.38750,P ugm-3,21.03750,P ugm-3,1.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),2.49460,P ugm-3,5.73750,P ugm-3,9.56250,P ugm-3,
04/09/2015,04:00:00,0.00000,P ugm-3,3.82500,P ugm-3,3.82500,P ugm-3,0.00000,P ugm-3,3.82500,P ugm-3,3.82500,P ugm-3,1.24730,P ugm-3,9.56250,P ugm-3,11.47500,P ugm-3,0.00000,P ugm-3,1.91250,P ugm-3,1.91250,P ugm-3,2.0,P ugm-3 (TEOM),-4.0,P ugm-3 (TEOM FDMS),3.74190,P ugm-3,9.56250,P ugm-3,15.30000,P ugm-3,-3.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),2.49460,P ugm-3,5.73750,P ugm-3,9.56250,P ugm-3,
04/09/2015,05:00:00,0.00000,P ugm-3,3.82500,P ugm-3,3.82500,P ugm-3,0.00000,P ugm-3,3.82500,P ugm-3,3.82500,P ugm-3,9.97840,P ugm-3,17.21250,P ugm-3,32.51250,P ugm-3,0.00000,P ugm-3,1.91250,P ugm-3,1.91250,P ugm-3,1.0,P ugm-3 (TEOM),-4.0,P ugm-3 (TEOM FDMS),0.00000,P ugm-3,5.73750,P ugm-3,5.73750,P ugm-3,-1.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),8.73110,P ugm-3,11.47500,P ugm-3,24.86250,P ugm-3,
04/09/2015,06:00:00,0.00000,P ugm-3,3.34688,P ugm-3,3.34688,P ugm-3,3.74190,P ugm-3,7.65000,P ugm-3,13.38750,P ugm-3,11.22570,P ugm-3,19.12500,P ugm-3,36.33750,P ugm-3,2.49460,P ugm-3,3.82500,P ugm-3,7.65000,P ugm-3,3.0,P ugm-3 (TEOM),-2.0,P ugm-3 (TEOM FDMS),3.74190,P ugm-3,9.56250,P ugm-3,15.30000,P ugm-3,0.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),34.92440,P ugm-3,26.77500,P ugm-3,80.32500,P ugm-3,
04/09/2015,07:00:00,0.00000,P ugm-3,4.30313,P ugm-3,4.30313,P ugm-3,12.47300,P ugm-3,15.30000,P ugm-3,34.42500,P ugm-3,27.44060,P ugm-3,30.60000,P ugm-3,72.67500,P ugm-3,4.98920,P ugm-3,7.65000,P ugm-3,15.30000,P ugm-3,5.0,P ugm-3 (TEOM),0.0,P ugm-3 (TEOM FDMS),1.24730,P ugm-3,7.65000,P ugm-3,9.56250,P ugm-3,2.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),53.63390,P ugm-3,42.07500,P ugm-3,124.31250,P ugm-3,
04/09/2015,08:00:00,0.62365,P ugm-3,8.12813,P ugm-3,9.08438,P ugm-3,14.96760,P ugm-3,19.12500,P ugm-3,42.07500,P ugm-3,36.17170,P ugm-3,36.33750,P ugm-3,91.80000,P ugm-3,9.97840,P ugm-3,13.38750,P ugm-3,28.68750,P ugm-3,4.0,P ugm-3 (TEOM),-1.0,P ugm-3 (TEOM FDMS),2.49460,P ugm-3,9.56250,P ugm-3,13.38750,P ugm-3,2.0,P ugm-3 (TEOM FDMS),-3.0,P ugm-3 (TEOM FDMS),41.16090,P ugm-3,42.07500,P ugm-3,105.18750,P ugm-3,
04/09/2015,09:00:00,0.62365,P ugm-3,7.65000,P ugm-3,8.60625,P ugm-3,14.96760,P ugm-3,15.30000,P ugm-3,38.25000,P ugm-3,29.93520,P ugm-3,32.51250,P ugm-3,78.41250,P ugm-3,17.46220,P ugm-3,13.38750,P ugm-3,40.16250,P ugm-3,5.0,P ugm-3 (TEOM),76.0,P ugm-3 (TEOM FDMS),26.19330,P ugm-3,34.42500,P ugm-3,74.58750,P ugm-3,76.0,P ugm-3 (TEOM FDMS),0.0,P ugm-3 (TEOM FDMS),26.19330,P ugm-3,34.42500,P ugm-3,74.58750,P ugm-3,
04/09/2015,10:00:00,0.62365,P ugm-3,7.65000,P ugm-3,8.60625,P ugm-3,13.72030,P ugm-3,19.12500,P ugm-3,40.16250,P ugm-3,31.18250,P ugm-3,30.60000,P ugm-3,78.41250,P ugm-3,18.70950,P ugm-3,15.30000,P ugm-3,43.98750,P ugm-3,5.0,P ugm-3 (TEOM),49.0,P ugm-3 (TEOM FDMS),8.73110,P ugm-3,15.30000,P ugm-3,28.68750,P ugm-3,55.0,P ugm-3 (TEOM FDMS),-6.0,P ugm-3 (TEOM FDMS),26.19330,P ugm-3,30.60000,P ugm-3,70.76250,P ugm-3,
04/09/2015,11:00:00,0.93548,P ugm-3,7.65000,P ugm-3,9.08438,P ugm-3,14.96760,P ugm-3,17.21250,P ugm-3,40.16250,P ugm-3,38.66630,P ugm-3,34.42500,P ugm-3,93.71250,P ugm-3,24.94600,P ugm-3,15.30000,P ugm-3,53.55000,P ugm-3,3.0,P ugm-3 (TEOM),26.0,P ugm-3 (TEOM FDMS),14.96760,P ugm-3,21.03750,P ugm-3,43.98750,P ugm-3,32.0,P ugm-3 (TEOM FDMS),-6.0,P ugm-3 (TEOM FDMS),33.67710,P ugm-3,38.25000,P ugm-3,89.88750,P ugm-3,
04/09/2015,12:00:00,1.87095,P ugm-3,7.17188,P ugm-3,10.04063,P ugm-3,18.70950,P ugm-3,21.03750,P ugm-3,49.72500,P ugm-3,31.18250,P ugm-3,34.42500,P ugm-3,82.23750,P ugm-3,19.95680,P ugm-3,15.30000,P ugm-3,45.90000,P ugm-3,4.0,P ugm-3 (TEOM),79.0,P ugm-3 (TEOM FDMS),17.46220,P ugm-3,24.86250,P ugm-3,51.63750,P ugm-3,81.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),36.17170,P ugm-3,42.07500,P ugm-3,97.53750,P ugm-3,
04/09/2015,13:00:00,0.62365,P ugm-3,8.12813,P ugm-3,9.08438,P ugm-3,19.95680,P ugm-3,24.86250,P ugm-3,55.46250,P ugm-3,26.19330,P ugm-3,34.42500,P ugm-3,74.58750,P ugm-3,24.94600,P ugm-3,21.03750,P ugm-3,59.28750,P ugm-3,4.0,P ugm-3 (TEOM),119.0,P ugm-3 (TEOM FDMS),8.73110,P ugm-3,19.12500,P ugm-3,32.51250,P ugm-3,121.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),33.67710,P ugm-3,43.98750,P ugm-3,95.62500,P ugm-3,
04/09/2015,14:00:00,0.93548,P ugm-3,8.60625,P ugm-3,10.04063,P ugm-3,23.69870,P ugm-3,32.51250,P ugm-3,68.85000,P ugm-3,34.92440,P ugm-3,38.25000,P ugm-3,91.80000,P ugm-3,27.44060,P ugm-3,21.03750,P ugm-3,63.11250,P ugm-3,4.0,P ugm-3 (TEOM),10.0,P ugm-3 (TEOM FDMS),3.74190,P ugm-3,13.38750,P ugm-3,19.12500,P ugm-3,12.0,P ugm-3 (TEOM FDMS),-2.0,P ugm-3 (TEOM FDMS),36.17170,P ugm-3,47.81250,P ugm-3,103.27500,P ugm-3,
04/09/2015,15:00:00,1.24730,P ugm-3,9.56250,P ugm-3,11.47500,P ugm-3,31.18250,P ugm-3,30.60000,P ugm-3,78.41250,P ugm-3,24.94600,P ugm-3,36.33750,P ugm-3,74.58750,P ugm-3,44.90280,P ugm-3,30.60000,P ugm-3,99.45000,P ugm-3,8.0,P ugm-3 (TEOM),3.0,P ugm-3 (TEOM FDMS),7.48380,P ugm-3,19.12500,P ugm-3,30.60000,P ugm-3,4.0,P ugm-3 (TEOM FDMS),-1.0,P ugm-3 (TEOM FDMS),56.12850,P ugm-3,57.37500,P ugm-3,143.43750,P ugm-3,
